107,0,0,1
382,8,0,1
399,3,1,0
510,44,1,0
548,10,0,1
559,30,1,0
702,11,1,0
790,45,1,0
944,23,0,1
952,8,1,0
1021,36,1,0
1047,14,0,1
1182,32,1,0
1183,44,0,1
1246,30,1,0
1255,42,1,0
1312,47,0,1
1612,27,1,0
1647,5,1,0
1675,21,1,0
1697,37,1,0
1839,21,1,0
1998,0,1,0
2078,28,1,0
2324,42,1,0
2340,44,1,0
2747,30,1,0
2783,12,1,0
2886,13,1,0
3018,40,1,0
3070,37,1,0
3119,28,1,0
3129,47,0,1
3242,27,1,0
3447,3,1,0
3457,23,0,1
3625,27,1,0
3667,45,1,0
3710,2,1,0
3786,16,0,1
4007,30,1,0
4091,21,0,1
4260,22,1,0
4276,35,1,0
4293,11,1,0
4377,33,0,1
4488,36,1,0
4519,36,0,1
4766,39,1,0
4850,5,1,0
4994,37,0,1
5017,40,1,0
5519,11,1,0
5644,16,1,0
5679,35,1,0
5754,27,1,0
5833,28,1,0
5846,40,1,0
5883,7,0,1
5976,0,1,0
6011,22,1,0
6059,44,1,0
6214,20,1,0
6314,36,1,0
6330,15,1,0
6415,4,1,0
6538,21,1,0
6720,16,1,0
6998,35,1,0
7063,44,1,0
7198,47,0,1
7215,4,0,1
7264,45,1,0
7281,47,1,0
7296,25,1,0
7381,45,1,0
7580,23,1,0
7619,11,1,0
7625,11,1,0
7661,40,0,1
7690,35,1,0
7752,44,1,0
8269,41,1,0
8297,36,1,0
8307,28,1,0
8401,35,1,0
8694,15,1,0
8786,22,0,1
8821,11,1,0
8839,16,1,0
8844,8,1,0
9071,17,1,0
9114,32,1,0
9168,14,1,0
9316,31,1,0
9341,36,1,0
9346,28,1,0
9356,42,0,1
9362,32,1,0
9478,9,1,0
9638,47,0,1
9739,27,1,0
9815,33,1,0
9871,33,1,0
9878,39,1,0
9970,32,1,0
9974,28,1,0
9985,37,1,0
10068,33,1,0
10071,47,1,0
10086,18,1,0
10108,47,1,0
10171,30,1,0
10572,26,1,0
10574,10,1,0
10663,21,1,0
10676,32,1,0
11044,40,1,0
11149,15,1,0
11206,15,1,0
11257,8,1,0
11393,47,1,0
11577,28,1,0
11584,42,1,0
11622,26,1,0
11633,13,1,0
11875,23,0,1
11947,1,0,1
12269,40,1,0
12330,28,1,0
12373,18,1,0
12502,46,1,0
12538,13,1,0
12597,15,1,0
12599,26,1,0
12641,9,1,0
12706,27,1,0
12841,36,1,0
12865,25,0,1
12870,18,0,1
12878,30,1,0
12890,35,0,1
12900,39,1,0
12996,3,1,0
13180,8,1,0
13184,47,1,0
13218,15,1,0
13341,3,0,1
13347,39,1,0
13389,27,1,0
13449,39,1,0
13477,22,1,0
13478,20,1,0
13483,34,1,0
13489,14,1,0
13493,26,1,0
13536,10,1,0
13548,42,1,0
13606,15,1,0
13613,30,1,0
13649,30,1,0
13699,12,1,0
13733,35,1,0
13756,31,1,0
13894,8,1,0
13953,5,1,0
14069,27,1,0
14085,41,0,1
14131,40,1,0
14520,21,0,1
14685,32,1,0
14772,15,1,0
14790,13,1,0
14854,21,0,1
14887,36,1,0
14907,27,1,0
14916,3,1,0
14916,35,0,1
14928,9,1,0
14978,47,1,0
15128,15,1,0
15215,14,1,0
15263,25,1,0
15270,42,1,0
15350,1,1,0
15466,26,1,0
15470,21,1,0
15569,0,1,0
15602,22,1,0
15610,44,1,0
15614,3,1,0
15738,28,1,0
15932,44,1,0
15939,22,0,1
15965,47,1,0
15968,27,1,0
16043,26,1,0
16049,11,1,0
16104,5,1,0
16107,35,1,0
16149,11,1,0
16181,33,1,0
16362,27,1,0
16378,22,1,0
16383,26,0,1
16416,6,1,0
16452,6,1,0
16465,35,1,0
16491,46,1,0
16515,12,1,0
16578,42,1,0
16618,42,1,0
16663,20,1,0
16858,10,1,0
16858,39,1,0
16877,47,0,1
17035,35,1,0
17037,42,1,0
17076,11,1,0
17139,33,1,0
17155,25,1,0
17239,44,1,0
17243,6,1,0
17308,40,1,0
17354,32,1,0
17374,32,1,0
17434,14,1,0
17471,33,1,0
17484,6,0,1
17494,20,0,1
17516,39,1,0
17812,27,1,0
17892,30,0,1
17978,27,0,1
17983,45,1,0
18000,40,1,0
18117,14,1,0
18126,32,1,0
18203,5,1,0
18361,20,0,1
18393,47,1,0
18412,10,1,0
18426,14,1,0
18458,30,1,0
18523,33,1,0
18610,42,1,0
18636,32,1,0
18706,11,1,0
18711,33,1,0
18740,32,1,0
18879,32,1,0
18906,21,1,0
19064,21,1,0
19073,3,1,0
19107,24,1,0
19111,12,1,0
19148,16,1,0
19182,21,1,0
19250,37,1,0
19323,39,1,0
19413,36,1,0
19525,33,1,0
19556,46,1,0
19614,32,1,0
19714,42,1,0
19810,46,1,0
