0	1700500392.789822	0	0	1	13	10	13	14	14	12	17	14	14	12	14	0	14	14	12	12	16	13	0	0	11	14	13	15	12	13	12	12	12	0	17	16	14	13	14	64	14	20	0	20	0	13	14	0	14	15	12	19	13	11	13	13	14	12	16	14	14	13	14	0	14	14	13	13	15	13	0	0	11	14	13	15	15	13	12	12	13	0	17	17	18	13	14	64	15	19	0	19	0	13	14	0	14	14	12	19
1	1700500392.8510466	0	1	1	6	6	9	5	9	7	6	64	10	64	9	0	6	64	5	4	10	7	0	0	7	6	10	7	7	4	7	7	11	0	9	6	7	9	9	6	9	6	0	5	0	7	9	0	7	6	9	6	6	6	8	5	9	7	6	64	9	64	9	0	6	64	5	5	10	7	0	0	7	6	10	6	6	4	7	7	11	0	9	6	9	9	9	6	11	6	0	6	0	7	8	0	7	5	9	6
2	1700500392.90606	0	2	1	8	12	12	7	11	10	9	9	11	6	10	0	7	7	11	5	8	9	0	0	9	14	7	14	10	12	10	11	12	0	5	12	12	9	7	12	8	10	0	9	0	11	8	0	9	7	10	10	7	12	11	7	13	10	9	12	9	6	12	0	9	11	9	5	9	8	0	0	9	15	8	12	10	10	12	10	10	0	5	12	13	9	7	11	8	10	0	9	0	10	8	0	9	9	9	13
3	1700500392.9615858	0	3	1	7	13	9	11	9	12	8	8	9	7	7	0	9	10	8	6	10	9	0	0	9	11	6	11	10	7	7	8	12	0	9	6	12	10	9	5	11	6	0	9	0	10	5	0	13	10	10	10	5	10	10	13	12	14	9	9	15	7	6	0	8	18	20	7	14	8	0	0	15	11	5	10	37	6	7	9	11	0	25	6	29	13	17	6	35	7	0	17	0	10	4	0	18	15	14	19
4	1700500393.0173407	0	4	1	7	11	10	11	9	13	10	9	9	10	6	0	11	8	8	5	9	7	0	0	10	9	10	11	7	7	5	10	10	0	6	8	9	9	9	7	8	8	0	6	0	9	11	0	6	11	4	11	7	11	20	18	21	10	17	29	7	7	21	0	28	14	9	14	27	9	0	0	17	21	9	9	38	6	5	16	34	0	15	12	27	9	29	23	42	21	0	8	0	15	22	0	5	12	4	30
5	1700500393.0732462	0	5	1	10	13	9	4	9	11	10	7	11	7	10	0	5	7	8	6	9	12	0	0	9	6	4	9	8	11	7	10	12	0	13	10	12	10	11	6	10	7	0	7	0	10	7	0	12	8	7	7	9	26	28	5	19	17	32	17	28	25	17	0	6	22	25	7	27	35	0	0	20	6	4	18	6	33	7	15	21	0	9	25	34	23	16	18	30	20	0	12	0	36	21	0	9	22	8	8
6	1700500393.1294339	0	6	1	9	10	10	11	11	12	14	9	13	9	13	0	12	6	9	10	12	13	0	0	10	11	9	10	10	11	11	11	11	0	9	11	12	13	11	12	9	10	0	7	0	8	17	0	12	7	7	11	12	8	15	30	32	17	33	8	24	21	30	0	39	5	24	12	33	25	0	0	27	31	19	29	42	21	24	9	10	0	27	37	48	39	26	33	33	31	0	7	0	11	9	0	39	28	14	21
7	1700500393.1851714	0	7	1	9	7	9	9	8	11	7	10	11	9	10	0	7	4	10	9	10	8	0	0	10	10	10	5	8	5	6	11	9	0	10	11	6	7	11	8	10	9	0	8	0	9	8	0	9	3	8	9	14	9	28	45	5	35	7	20	33	17	40	0	34	5	28	24	26	20	0	0	31	19	28	37	47	28	26	26	41	0	26	38	30	9	41	23	23	34	0	26	0	14	15	0	35	3	28	25
8	1700500393.241659	0	8	1	9	12	7	10	10	8	12	9	10	11	14	0	10	7	5	10	11	11	0	0	9	7	11	10	13	13	11	14	9	0	10	14	11	12	12	8	13	13	0	10	0	12	8	0	9	9	9	11	19	33	8	28	35	9	34	38	35	35	33	0	38	9	6	34	33	34	0	0	37	27	24	16	41	41	27	34	42	0	30	46	54	18	44	34	37	40	0	37	0	43	19	0	10	33	27	9
9	1700500393.2826853	0	9	1	10	10	11	13	11	8	13	10	12	9	14	0	9	8	6	8	14	15	0	0	11	10	13	13	7	9	9	9	11	0	12	9	7	10	10	11	12	7	0	10	0	12	10	0	6	10	9	6	32	17	39	31	38	45	43	26	33	31	22	0	38	31	5	8	44	36	0	0	27	36	32	43	51	45	44	28	36	0	33	28	38	29	32	37	44	26	0	26	0	31	40	0	42	33	49	34
