bpc,allocation,read_bounds,confmat,bw,ber,cer,is_pba
1,"((2, 35), (59, 63))","[0, 46, 64]","[[1443    9]
 [   1 1407]]",275594.69963015895,0.0034965034965034965,0.0034965034965035446,True
1,"((2, 35), (46, 63))","[0, 39, 64]","[[1443    9]
 [   2 1406]]",304545.2513579806,0.0038461538461538464,0.0038461538461538325,True
1,"((2, 35), (46, 63))","[0, 39, 64]","[[1443    9]
 [   2 1406]]",304545.2513579806,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (46, 63))","[0, 35, 64]","[[1441   11]
 [   0 1408]]",278463.1547530935,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (46, 63))","[0, 35, 64]","[[1441   11]
 [   0 1408]]",278463.1547530935,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (47, 63))","[0, 35, 64]","[[1441   11]
 [   0 1408]]",278342.8738632154,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (47, 63))","[0, 35, 64]","[[1441   11]
 [   0 1408]]",278342.8738632154,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (50, 63))","[0, 37, 64]","[[1441   11]
 [   0 1408]]",278108.9406062875,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (50, 63))","[0, 37, 64]","[[1441   11]
 [   0 1408]]",278108.9406062875,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (51, 63))","[0, 38, 64]","[[1441   11]
 [   0 1408]]",277970.0314756312,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (51, 63))","[0, 38, 64]","[[1441   11]
 [   0 1408]]",277970.0314756312,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (52, 63))","[0, 38, 64]","[[1441   11]
 [   0 1408]]",277843.87080810143,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (52, 63))","[0, 38, 64]","[[1441   11]
 [   0 1408]]",277843.87080810143,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (54, 63))","[0, 39, 64]","[[1441   11]
 [   0 1408]]",277566.720046567,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (54, 63))","[0, 39, 64]","[[1441   11]
 [   0 1408]]",277566.720046567,0.0038461538461538464,0.0038461538461538325,True
1,"((2, 35), (44, 63))","[0, 38, 64]","[[1443    9]
 [   2 1406]]",277443.25270686153,0.0038461538461538464,0.0038461538461538325,True
1,"((2, 35), (44, 63))","[0, 38, 64]","[[1443    9]
 [   2 1406]]",277443.25270686153,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (57, 63))","[0, 41, 64]","[[1441   11]
 [   0 1408]]",277026.6096746106,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (57, 63))","[0, 41, 64]","[[1441   11]
 [   0 1408]]",277026.6096746106,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (60, 63))","[0, 42, 64]","[[1441   11]
 [   0 1408]]",276507.32989307924,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (60, 63))","[0, 42, 64]","[[1441   11]
 [   0 1408]]",276507.32989307924,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (61, 63))","[0, 43, 64]","[[1441   11]
 [   0 1408]]",276482.3535274722,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (61, 63))","[0, 43, 64]","[[1441   11]
 [   0 1408]]",276482.3535274722,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (62, 63))","[0, 43, 64]","[[1441   11]
 [   0 1408]]",276326.35341274703,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (62, 63))","[0, 43, 64]","[[1441   11]
 [   0 1408]]",276326.35341274703,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (63, 63))","[0, 44, 64]","[[1441   11]
 [   0 1408]]",276114.47554977913,0.0038461538461538464,0.0038461538461538325,True
1,"((5, 29), (63, 63))","[0, 44, 64]","[[1441   11]
 [   0 1408]]",276114.47554977913,0.0038461538461538464,0.0038461538461538325,True
1,"((2, 35), (53, 63))","[0, 42, 64]","[[1443    9]
 [   2 1406]]",253904.2893835668,0.0038461538461538464,0.0038461538461538325,True
1,"((2, 35), (53, 63))","[0, 42, 64]","[[1443    9]
 [   2 1406]]",253904.2893835668,0.0038461538461538464,0.0038461538461538325,True
1,"((2, 35), (58, 63))","[0, 45, 64]","[[1443    9]
 [   2 1406]]",253279.24366404643,0.0038461538461538464,0.0038461538461538325,True
1,"((2, 35), (58, 63))","[0, 45, 64]","[[1443    9]
 [   2 1406]]",253279.24366404643,0.0038461538461538464,0.0038461538461538325,True
1,"((2, 30), (43, 63))","[0, 33, 64]","[[1440   12]
 [   0 1408]]",306882.33366895287,0.004195804195804196,0.004195804195804231,False
1,"((2, 30), (46, 63))","[0, 35, 64]","[[1440   12]
 [   0 1408]]",306659.42785682523,0.004195804195804196,0.004195804195804231,False
1,"((2, 30), (47, 63))","[0, 35, 64]","[[1440   12]
 [   0 1408]]",306513.56161218457,0.004195804195804196,0.004195804195804231,False
1,"((2, 30), (50, 63))","[0, 37, 64]","[[1440   12]
 [   0 1408]]",306229.90415684157,0.004195804195804196,0.004195804195804231,False
1,"((2, 30), (51, 63))","[0, 38, 64]","[[1440   12]
 [   0 1408]]",306061.4917217362,0.004195804195804196,0.004195804195804231,False
1,"((2, 30), (52, 63))","[0, 38, 64]","[[1440   12]
 [   0 1408]]",305908.5501716291,0.004195804195804196,0.004195804195804231,False
1,"((2, 30), (54, 63))","[0, 39, 64]","[[1440   12]
 [   0 1408]]",305572.616211014,0.004195804195804196,0.004195804195804231,False
1,"((2, 30), (57, 63))","[0, 41, 64]","[[1440   12]
 [   0 1408]]",304918.1438107996,0.004195804195804196,0.004195804195804231,False
1,"((2, 30), (60, 63))","[0, 42, 64]","[[1440   12]
 [   0 1408]]",304289.1548559298,0.004195804195804196,0.004195804195804231,False
1,"((2, 30), (61, 63))","[0, 43, 64]","[[1440   12]
 [   0 1408]]",304258.90767162474,0.004195804195804196,0.004195804195804231,False
1,"((2, 30), (62, 63))","[0, 43, 64]","[[1440   12]
 [   0 1408]]",304069.9989241325,0.004195804195804196,0.004195804195804231,False
1,"((2, 30), (63, 63))","[0, 44, 64]","[[1440   12]
 [   0 1408]]",303813.4591637872,0.004195804195804196,0.004195804195804231,False
1,"((5, 29), (43, 63))","[0, 33, 64]","[[1440   12]
 [   0 1408]]",278646.94192867354,0.004195804195804196,0.004195804195804231,True
1,"((5, 29), (43, 63))","[0, 33, 64]","[[1440   12]
 [   0 1408]]",278646.94192867354,0.004195804195804196,0.004195804195804231,True
1,"((4, 50), (57, 63))","[0, 51, 64]","[[1440   12]
 [   0 1408]]",261912.14353759517,0.004195804195804196,0.004195804195804231,False
1,"((4, 50), (60, 63))","[0, 53, 64]","[[1440   12]
 [   0 1408]]",261447.93392745254,0.004195804195804196,0.004195804195804231,False
1,"((4, 50), (61, 63))","[0, 53, 64]","[[1440   12]
 [   0 1408]]",261425.60393835334,0.004195804195804196,0.004195804195804231,False
1,"((4, 50), (62, 63))","[0, 54, 64]","[[1440   12]
 [   0 1408]]",261286.12787949527,0.004195804195804196,0.004195804195804231,False
1,"((4, 50), (63, 63))","[0, 54, 64]","[[1440   12]
 [   0 1408]]",261096.67910356133,0.004195804195804196,0.004195804195804231,False
1,"((7, 50), (57, 63))","[0, 51, 64]","[[1440   12]
 [   0 1408]]",255314.94007813744,0.004195804195804196,0.004195804195804231,False
1,"((5, 29), (49, 63))","[0, 37, 64]","[[1441   11]
 [   1 1407]]",255172.34883802096,0.004195804195804196,0.004195804195804231,True
1,"((5, 29), (49, 63))","[0, 37, 64]","[[1441   11]
 [   1 1407]]",255172.34883802096,0.004195804195804196,0.004195804195804231,True
1,"((7, 50), (60, 63))","[0, 52, 64]","[[1440   12]
 [   0 1408]]",254873.8018403914,0.004195804195804196,0.004195804195804231,False
1,"((7, 50), (61, 63))","[0, 53, 64]","[[1440   12]
 [   0 1408]]",254852.5806662253,0.004195804195804196,0.004195804195804231,False
1,"((7, 50), (62, 63))","[0, 53, 64]","[[1440   12]
 [   0 1408]]",254720.02834900594,0.004195804195804196,0.004195804195804231,False
1,"((7, 50), (63, 63))","[0, 54, 64]","[[1440   12]
 [   0 1408]]",254539.97831830394,0.004195804195804196,0.004195804195804231,False
1,"((5, 29), (56, 63))","[0, 40, 64]","[[1441   11]
 [   1 1407]]",254535.76025014668,0.004195804195804196,0.004195804195804231,True
1,"((5, 29), (56, 63))","[0, 40, 64]","[[1441   11]
 [   1 1407]]",254535.76025014668,0.004195804195804196,0.004195804195804231,True
1,"((5, 29), (59, 63))","[0, 42, 64]","[[1441   11]
 [   1 1407]]",254060.39932767823,0.004195804195804196,0.004195804195804231,True
1,"((5, 29), (59, 63))","[0, 42, 64]","[[1441   11]
 [   1 1407]]",254060.39932767823,0.004195804195804196,0.004195804195804231,True
1,"((2, 35), (55, 63))","[0, 43, 64]","[[1443    9]
 [   3 1405]]",234504.4026480566,0.004195804195804196,0.004195804195804231,True
1,"((2, 35), (55, 63))","[0, 43, 64]","[[1443    9]
 [   3 1405]]",234504.4026480566,0.004195804195804196,0.004195804195804231,True
1,"((2, 30), (40, 63))","[0, 31, 64]","[[1440   12]
 [   1 1407]]",279483.5977522214,0.004545454545454545,0.004545454545454519,False
1,"((2, 30), (49, 63))","[0, 37, 64]","[[1440   12]
 [   1 1407]]",278650.33422117744,0.004545454545454545,0.004545454545454519,False
1,"((2, 30), (56, 63))","[0, 40, 64]","[[1440   12]
 [   1 1407]]",277891.3878519945,0.004545454545454545,0.004545454545454519,False
1,"((2, 30), (59, 63))","[0, 42, 64]","[[1440   12]
 [   1 1407]]",277324.8856200475,0.004545454545454545,0.004545454545454519,False
1,"((5, 29), (40, 63))","[0, 31, 64]","[[1440   12]
 [   1 1407]]",255870.93672585537,0.004545454545454545,0.004545454545454519,True
1,"((5, 29), (40, 63))","[0, 31, 64]","[[1440   12]
 [   1 1407]]",255870.93672585537,0.004545454545454545,0.004545454545454519,True
1,"((2, 35), (45, 63))","[0, 38, 64]","[[1443    9]
 [   4 1404]]",254527.13630458416,0.004545454545454545,0.004545454545454519,True
1,"((2, 35), (45, 63))","[0, 38, 64]","[[1443    9]
 [   4 1404]]",254527.13630458416,0.004545454545454545,0.004545454545454519,True
1,"((4, 50), (56, 63))","[0, 51, 64]","[[1440   12]
 [   1 1407]]",241719.0833975317,0.004545454545454545,0.004545454545454519,False
1,"((4, 50), (59, 63))","[0, 52, 64]","[[1440   12]
 [   1 1407]]",241290.3487469678,0.004545454545454545,0.004545454545454519,False
1,"((7, 50), (59, 63))","[0, 52, 64]","[[1440   12]
 [   1 1407]]",235679.98944552938,0.004545454545454545,0.004545454545454519,False
1,"((5, 29), (53, 63))","[0, 38, 64]","[[1441   11]
 [   2 1406]]",235513.169988311,0.004545454545454545,0.004545454545454519,True
1,"((5, 29), (53, 63))","[0, 38, 64]","[[1441   11]
 [   2 1406]]",235513.169988311,0.004545454545454545,0.004545454545454519,True
1,"((2, 35), (48, 63))","[0, 40, 64]","[[1443    9]
 [   4 1404]]",235076.22168400057,0.004545454545454545,0.004545454545454519,True
1,"((2, 35), (48, 63))","[0, 40, 64]","[[1443    9]
 [   4 1404]]",235076.22168400057,0.004545454545454545,0.004545454545454519,True
1,"((5, 29), (58, 63))","[0, 41, 64]","[[1441   11]
 [   2 1406]]",234975.2972256211,0.004545454545454545,0.004545454545454519,True
1,"((5, 29), (58, 63))","[0, 41, 64]","[[1441   11]
 [   2 1406]]",234975.2972256211,0.004545454545454545,0.004545454545454519,True
1,"((6, 53), (61, 63))","[0, 55, 64]","[[1439   13]
 [   0 1408]]",216475.98719938504,0.004545454545454545,0.004545454545454519,False
1,"((6, 53), (62, 63))","[0, 56, 64]","[[1439   13]
 [   0 1408]]",216380.34209925815,0.004545454545454545,0.004545454545454519,False
1,"((6, 53), (63, 63))","[0, 56, 64]","[[1439   13]
 [   0 1408]]",216250.40031503007,0.004545454545454545,0.004545454545454519,False
1,"((2, 46), (57, 63))","[0, 49, 64]","[[1438   14]
 [   0 1408]]",279627.15416541183,0.0048951048951048955,0.004895104895104918,False
1,"((2, 30), (42, 63))","[0, 32, 64]","[[1440   12]
 [   2 1406]]",279235.00642062025,0.0048951048951048955,0.004895104895104918,False
1,"((2, 30), (44, 63))","[0, 34, 64]","[[1440   12]
 [   2 1406]]",279196.80084595474,0.0048951048951048955,0.004895104895104918,False
1,"((2, 46), (60, 63))","[0, 50, 64]","[[1438   14]
 [   0 1408]]",279098.08861598576,0.0048951048951048955,0.004895104895104918,False
1,"((2, 46), (61, 63))","[0, 51, 64]","[[1438   14]
 [   0 1408]]",279072.6420429386,0.0048951048951048955,0.004895104895104918,False
1,"((5, 29), (38, 63))","[0, 30, 64]","[[1440   12]
 [   2 1406]]",279015.2450449408,0.0048951048951048955,0.004895104895104918,True
1,"((5, 29), (38, 63))","[0, 30, 64]","[[1440   12]
 [   2 1406]]",279015.2450449408,0.0048951048951048955,0.004895104895104918,True
1,"((2, 46), (62, 63))","[0, 51, 64]","[[1438   14]
 [   0 1408]]",278913.7060298521,0.0048951048951048955,0.004895104895104918,False
1,"((2, 46), (63, 63))","[0, 52, 64]","[[1438   14]
 [   0 1408]]",278697.84334870713,0.0048951048951048955,0.004895104895104918,False
1,"((2, 30), (45, 63))","[0, 34, 64]","[[1440   12]
 [   2 1406]]",256002.20034949062,0.0048951048951048955,0.004895104895104918,False
1,"((5, 29), (42, 63))","[0, 32, 64]","[[1440   12]
 [   2 1406]]",255662.56063519028,0.0048951048951048955,0.004895104895104918,True
1,"((5, 29), (42, 63))","[0, 32, 64]","[[1440   12]
 [   2 1406]]",255662.56063519028,0.0048951048951048955,0.004895104895104918,True
1,"((5, 29), (44, 63))","[0, 34, 64]","[[1440   12]
 [   2 1406]]",255630.532895087,0.0048951048951048955,0.004895104895104918,True
1,"((5, 29), (44, 63))","[0, 34, 64]","[[1440   12]
 [   2 1406]]",255630.532895087,0.0048951048951048955,0.004895104895104918,True
1,"((2, 30), (53, 63))","[0, 38, 64]","[[1440   12]
 [   2 1406]]",255372.12226138214,0.0048951048951048955,0.004895104895104918,False
1,"((2, 30), (58, 63))","[0, 41, 64]","[[1440   12]
 [   2 1406]]",254739.8378122374,0.0048951048951048955,0.004895104895104918,False
1,"((3, 34), (47, 63))","[0, 38, 64]","[[1438   14]
 [   0 1408]]",237193.56276559303,0.0048951048951048955,0.004895104895104918,False
1,"((3, 34), (50, 63))","[0, 40, 64]","[[1438   14]
 [   0 1408]]",237023.6634949584,0.0048951048951048955,0.004895104895104918,False
1,"((3, 34), (51, 63))","[0, 41, 64]","[[1438   14]
 [   0 1408]]",236922.75764342828,0.0048951048951048955,0.004895104895104918,False
1,"((3, 34), (52, 63))","[0, 41, 64]","[[1438   14]
 [   0 1408]]",236831.09957696716,0.0048951048951048955,0.004895104895104918,False
1,"((3, 34), (54, 63))","[0, 42, 64]","[[1438   14]
 [   0 1408]]",236629.70125449292,0.0048951048951048955,0.004895104895104918,False
1,"((3, 34), (57, 63))","[0, 44, 64]","[[1438   14]
 [   0 1408]]",236237.04646747725,0.0048951048951048955,0.004895104895104918,False
1,"((5, 29), (45, 63))","[0, 34, 64]","[[1440   12]
 [   2 1406]]",236048.95983814716,0.0048951048951048955,0.004895104895104918,True
1,"((5, 29), (45, 63))","[0, 34, 64]","[[1440   12]
 [   2 1406]]",236048.95983814716,0.0048951048951048955,0.004895104895104918,True
1,"((3, 34), (60, 63))","[0, 45, 64]","[[1438   14]
 [   0 1408]]",235859.3226856704,0.0048951048951048955,0.004895104895104918,False
1,"((3, 34), (61, 63))","[0, 46, 64]","[[1438   14]
 [   0 1408]]",235841.14963627074,0.0048951048951048955,0.004895104895104918,False
1,"((3, 34), (62, 63))","[0, 46, 64]","[[1438   14]
 [   0 1408]]",235727.6314953708,0.0048951048951048955,0.004895104895104918,False
1,"((3, 34), (63, 63))","[0, 47, 64]","[[1438   14]
 [   0 1408]]",235573.42208167227,0.0048951048951048955,0.004895104895104918,False
1,"((4, 50), (58, 63))","[0, 52, 64]","[[1440   12]
 [   2 1406]]",224010.36356485705,0.0048951048951048955,0.004895104895104918,False
1,"((5, 29), (48, 63))","[0, 36, 64]","[[1441   11]
 [   3 1405]]",219226.39654914703,0.0048951048951048955,0.004895104895104918,True
1,"((5, 29), (48, 63))","[0, 36, 64]","[[1441   11]
 [   3 1405]]",219226.39654914703,0.0048951048951048955,0.004895104895104918,True
1,"((7, 50), (58, 63))","[0, 51, 64]","[[1440   12]
 [   2 1406]]",219166.73574981673,0.0048951048951048955,0.004895104895104918,False
1,"((5, 29), (55, 63))","[0, 39, 64]","[[1441   11]
 [   3 1405]]",218729.0053119128,0.0048951048951048955,0.004895104895104918,True
1,"((5, 29), (55, 63))","[0, 39, 64]","[[1441   11]
 [   3 1405]]",218729.0053119128,0.0048951048951048955,0.004895104895104918,True
1,"((10, 23), (41, 63))","[0, 30, 64]","[[1438   14]
 [   0 1408]]",188066.03925368577,0.0048951048951048955,0.004895104895104918,True
1,"((10, 23), (43, 63))","[0, 31, 64]","[[1438   14]
 [   0 1408]]",188051.59641393085,0.0048951048951048955,0.004895104895104918,True
1,"((10, 23), (46, 63))","[0, 33, 64]","[[1438   14]
 [   0 1408]]",187967.87166920764,0.0048951048951048955,0.004895104895104918,True
1,"((10, 23), (47, 63))","[0, 33, 64]","[[1438   14]
 [   0 1408]]",187913.05793741276,0.0048951048951048955,0.004895104895104918,True
1,"((10, 23), (50, 63))","[0, 35, 64]","[[1438   14]
 [   0 1408]]",187806.40709900457,0.0048951048951048955,0.004895104895104918,True
1,"((10, 23), (51, 63))","[0, 36, 64]","[[1438   14]
 [   0 1408]]",187743.0504584904,0.0048951048951048955,0.004895104895104918,True
1,"((10, 23), (52, 63))","[0, 36, 64]","[[1438   14]
 [   0 1408]]",187685.4905955488,0.0048951048951048955,0.004895104895104918,True
1,"((10, 23), (54, 63))","[0, 37, 64]","[[1438   14]
 [   0 1408]]",187558.9830495749,0.0048951048951048955,0.004895104895104918,True
1,"((10, 23), (57, 63))","[0, 39, 64]","[[1438   14]
 [   0 1408]]",187312.21007606172,0.0048951048951048955,0.004895104895104918,True
1,"((10, 23), (60, 63))","[0, 40, 64]","[[1438   14]
 [   0 1408]]",187074.66046063876,0.0048951048951048955,0.004895104895104918,True
1,"((10, 23), (61, 63))","[0, 41, 64]","[[1438   14]
 [   0 1408]]",187063.2275037537,0.0048951048951048955,0.004895104895104918,True
1,"((10, 23), (62, 63))","[0, 41, 64]","[[1438   14]
 [   0 1408]]",186991.80317180985,0.0048951048951048955,0.004895104895104918,True
1,"((10, 23), (63, 63))","[0, 42, 64]","[[1438   14]
 [   0 1408]]",186894.75356452147,0.0048951048951048955,0.004895104895104918,True
1,"((10, 23), (59, 63))","[0, 40, 64]","[[1438   14]
 [   0 1408]]",176522.79834452888,0.0048951048951048955,0.004895104895104918,True
1,"((2, 30), (39, 63))","[0, 31, 64]","[[1440   12]
 [   3 1405]]",307336.8334701877,0.005244755244755245,0.005244755244755206,False
1,"((2, 30), (38, 63))","[0, 30, 64]","[[1439   13]
 [   2 1406]]",307329.1188684859,0.005244755244755245,0.005244755244755206,False
1,"((2, 30), (41, 63))","[0, 32, 64]","[[1440   12]
 [   3 1405]]",306920.79846174974,0.005244755244755245,0.005244755244755206,False
1,"((2, 35), (43, 63))","[0, 37, 64]","[[1443    9]
 [   6 1402]]",304765.0931413063,0.005244755244755245,0.005244755244755206,True
1,"((2, 35), (43, 63))","[0, 37, 64]","[[1443    9]
 [   6 1402]]",304765.0931413063,0.005244755244755245,0.005244755244755206,True
1,"((5, 29), (39, 63))","[0, 31, 64]","[[1440   12]
 [   3 1405]]",279021.6036367929,0.005244755244755245,0.005244755244755206,True
1,"((5, 29), (39, 63))","[0, 31, 64]","[[1440   12]
 [   3 1405]]",279021.6036367929,0.005244755244755245,0.005244755244755206,True
1,"((5, 29), (41, 63))","[0, 32, 64]","[[1440   12]
 [   3 1405]]",278678.6538952545,0.005244755244755245,0.005244755244755206,True
1,"((5, 29), (41, 63))","[0, 32, 64]","[[1440   12]
 [   3 1405]]",278678.6538952545,0.005244755244755245,0.005244755244755206,True
1,"((2, 46), (56, 63))","[0, 48, 64]","[[1438   14]
 [   1 1407]]",256729.51495145253,0.005244755244755245,0.005244755244755206,False
1,"((1, 22), (38, 63))","[0, 28, 64]","[[1437   15]
 [   0 1408]]",256723.67078824813,0.005244755244755245,0.005244755244755206,False
1,"((1, 22), (41, 63))","[0, 29, 64]","[[1437   15]
 [   0 1408]]",256438.686765034,0.005244755244755245,0.005244755244755206,False
1,"((1, 22), (43, 63))","[0, 30, 64]","[[1437   15]
 [   0 1408]]",256411.8341367955,0.005244755244755245,0.005244755244755206,False
1,"((1, 22), (46, 63))","[0, 32, 64]","[[1437   15]
 [   0 1408]]",256256.19972452903,0.005244755244755245,0.005244755244755206,False
1,"((2, 46), (59, 63))","[0, 50, 64]","[[1438   14]
 [   1 1407]]",256245.93256321124,0.005244755244755245,0.005244755244755206,False
1,"((1, 22), (47, 63))","[0, 33, 64]","[[1437   15]
 [   0 1408]]",256154.3347508357,0.005244755244755245,0.005244755244755206,False
1,"((1, 22), (50, 63))","[0, 34, 64]","[[1437   15]
 [   0 1408]]",255956.19834974795,0.005244755244755245,0.005244755244755206,False
1,"((1, 22), (51, 63))","[0, 35, 64]","[[1437   15]
 [   0 1408]]",255838.53276072867,0.005244755244755245,0.005244755244755206,False
1,"((1, 22), (52, 63))","[0, 36, 64]","[[1437   15]
 [   0 1408]]",255731.6578829542,0.005244755244755245,0.005244755244755206,False
1,"((1, 22), (54, 63))","[0, 37, 64]","[[1437   15]
 [   0 1408]]",255496.847173085,0.005244755244755245,0.005244755244755206,False
1,"((1, 22), (57, 63))","[0, 38, 64]","[[1437   15]
 [   0 1408]]",255039.14178977493,0.005244755244755245,0.005244755244755206,False
1,"((1, 22), (60, 63))","[0, 40, 64]","[[1437   15]
 [   0 1408]]",254598.9552752365,0.005244755244755245,0.005244755244755206,False
1,"((1, 22), (61, 63))","[0, 40, 64]","[[1437   15]
 [   0 1408]]",254577.77984276437,0.005244755244755245,0.005244755244755206,False
1,"((1, 22), (62, 63))","[0, 41, 64]","[[1437   15]
 [   0 1408]]",254445.51315259436,0.005244755244755245,0.005244755244755206,False
1,"((1, 22), (63, 63))","[0, 41, 64]","[[1437   15]
 [   0 1408]]",254265.8508605797,0.005244755244755245,0.005244755244755206,False
1,"((2, 30), (48, 63))","[0, 36, 64]","[[1440   12]
 [   3 1405]]",236333.89487048023,0.005244755244755245,0.005244755244755206,False
1,"((2, 30), (55, 63))","[0, 39, 64]","[[1440   12]
 [   3 1405]]",235755.9484500013,0.005244755244755245,0.005244755244755206,False
1,"((1, 22), (59, 63))","[0, 39, 64]","[[1437   15]
 [   0 1408]]",235444.9609019431,0.005244755244755245,0.005244755244755206,False
1,"((0, 52), (60, 63))","[0, 54, 64]","[[1437   15]
 [   0 1408]]",231072.5031006977,0.005244755244755245,0.005244755244755206,False
1,"((0, 52), (61, 63))","[0, 55, 64]","[[1437   15]
 [   0 1408]]",231055.0601911013,0.005244755244755245,0.005244755244755206,False
1,"((0, 52), (62, 63))","[0, 55, 64]","[[1437   15]
 [   0 1408]]",230946.1016413357,0.005244755244755245,0.005244755244755206,False
1,"((0, 52), (63, 63))","[0, 56, 64]","[[1437   15]
 [   0 1408]]",230798.08282215826,0.005244755244755245,0.005244755244755206,False
1,"((3, 34), (49, 63))","[0, 40, 64]","[[1438   14]
 [   1 1407]]",220157.88927414257,0.005244755244755245,0.005244755244755206,False
1,"((3, 34), (56, 63))","[0, 43, 64]","[[1438   14]
 [   1 1407]]",219683.85600012596,0.005244755244755245,0.005244755244755206,False
1,"((3, 34), (59, 63))","[0, 45, 64]","[[1438   14]
 [   1 1407]]",219329.6685081582,0.005244755244755245,0.005244755244755206,False
