,bpc,allocation,read_bounds,confmat,bw,ber,cer
164,2,"((0, 7), (35, 38), (51, 54), (60, 63))","[0, 11, 41, 53, 64]","[[3008    2    0    5]
 [   7 3062    1    0]
 [   0    2 3068    1]
 [   0    1    2 3031]]",9954508.243678667,0.0009023789991796555,0.0017227235438884714
3278,2,"((0, 20), (40, 45), (52, 56), (62, 63))","[0, 20, 44, 56, 64]","[[3029    1    0    0]
 [   3 3027    4    0]
 [   0    5 3021    8]
 [   0    0    1 3070]]",32214776.25026425,0.0009039362314076753,0.0018078724628153298
3332,2,"((0, 20), (38, 43), (54, 58), (63, 63))","[0, 19, 46, 57, 64]","[[3028    2    0    0]
 [   6 3022    5    1]
 [   0    1 3033    0]
 [   0    0    6 3065]]",21576665.73233526,0.0009039362314076753,0.001725696441778335
2170,2,"((0, 12), (31, 41), (52, 58), (62, 63))","[0, 11, 42, 56, 64]","[[3020    8    0    0]
 [   7 3025    2    0]
 [   0    1 3030    3]
 [   0    0    1 3070]]",43285438.050975546,0.0009040848195939837,0.001808169639187951
2207,2,"((0, 12), (34, 39), (52, 56), (62, 63))","[0, 12, 42, 56, 64]","[[3023    5    0    0]
 [   6 3027    1    0]
 [   0    1 3025    8]
 [   0    0    1 3070]]",34661898.56702629,0.0009040848195939837,0.001808169639187951
2374,2,"((0, 12), (33, 37), (50, 58), (63, 63))","[0, 11, 40, 57, 64]","[[3020    8    0    0]
 [   6 3028    0    0]
 [   0    2 3032    0]
 [   0    0    6 3065]]",30666674.126193315,0.0009040848195939837,0.001808169639187951
2361,2,"((0, 12), (32, 42), (54, 58), (63, 63))","[0, 11, 44, 57, 64]","[[3020    8    0    0]
 [   7 3027    0    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",29339291.189758122,0.0009040848195939837,0.001808169639187951
2350,2,"((0, 12), (31, 41), (54, 58), (63, 63))","[0, 11, 43, 57, 64]","[[3020    8    0    0]
 [   7 3027    0    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",29106110.056846768,0.0009040848195939837,0.001808169639187951
2506,2,"((0, 12), (37, 42), (51, 58), (63, 63))","[0, 15, 42, 57, 64]","[[3028    0    0    0]
 [   4 3027    3    0]
 [   0    5 3025    4]
 [   0    0    6 3065]]",27480279.699127875,0.0009040848195939837,0.001808169639187951
2440,2,"((0, 12), (35, 41), (51, 59), (63, 63))","[0, 14, 41, 57, 64]","[[3028    0    0    0]
 [   3 3029    1    1]
 [   0    2 3024    8]
 [   0    0    6 3065]]",27015800.658956375,0.0009040848195939837,0.0017259801101339178
2462,2,"((0, 12), (36, 40), (51, 58), (63, 63))","[0, 14, 42, 57, 64]","[[3028    0    0    0]
 [   2 3027    5    0]
 [   0    5 3025    4]
 [   0    0    6 3065]]",25878249.711386494,0.0009040848195939837,0.001808169639187951
2663,2,"((0, 14), (35, 39), (52, 56), (62, 63))","[0, 14, 43, 56, 64]","[[3025    1    0    2]
 [   4 3026    4    0]
 [   0    2 3024    8]
 [   0    0    1 3070]]",25840173.81975191,0.0009040848195939837,0.001808169639187951
2480,2,"((0, 12), (36, 41), (54, 58), (63, 63))","[0, 12, 44, 57, 64]","[[3023    5    0    0]
 [   8 3025    0    1]
 [   0    1 3033    0]
 [   0    0    6 3065]]",25261517.34759852,0.0009040848195939837,0.0017259801101339178
2779,2,"((0, 14), (34, 39), (50, 58), (63, 63))","[0, 13, 40, 57, 64]","[[3024    2    0    2]
 [   8 3024    2    0]
 [   0    2 3032    0]
 [   0    0    6 3065]]",23980238.38698697,0.0009040848195939837,0.001808169639187951
2796,2,"((0, 14), (34, 40), (52, 58), (63, 63))","[0, 12, 42, 57, 64]","[[3021    5    0    2]
 [   8 3026    0    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",22197877.018777255,0.0009040848195939837,0.001808169639187951
2863,2,"((0, 14), (36, 41), (52, 58), (63, 63))","[0, 13, 43, 57, 64]","[[3024    2    0    2]
 [   8 3025    0    1]
 [   0    2 3032    0]
 [   0    0    6 3065]]",21226866.242490634,0.0009040848195939837,0.0017259801101339178
2799,2,"((0, 14), (34, 40), (54, 58), (63, 63))","[0, 12, 44, 57, 64]","[[3021    5    0    2]
 [   8 3026    0    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",18280783.105879683,0.0009040848195939837,0.001808169639187951
2873,2,"((0, 14), (36, 42), (52, 56), (63, 63))","[0, 13, 43, 57, 64]","[[3024    2    0    2]
 [   6 3028    0    0]
 [   0    2 3028    4]
 [   0    0    6 3065]]",17620904.611996826,0.0009040848195939837,0.001808169639187951
2839,2,"((0, 14), (35, 42), (52, 56), (63, 63))","[0, 14, 43, 57, 64]","[[3025    1    0    2]
 [   5 3027    2    0]
 [   0    2 3028    4]
 [   0    0    6 3065]]",16744759.023286078,0.0009040848195939837,0.001808169639187951
2590,2,"((0, 14), (34, 40), (51, 54), (60, 63))","[0, 12, 41, 53, 64]","[[3021    5    0    2]
 [   8 3026    0    0]
 [   0    2 3068    1]
 [   0    1    2 3031]]",16249652.20433398,0.0009040848195939837,0.0017259801101339178
2851,2,"((0, 14), (36, 40), (52, 56), (63, 63))","[0, 14, 43, 57, 64]","[[3025    1    0    2]
 [   2 3027    5    0]
 [   0    2 3028    4]
 [   0    0    6 3065]]",15630552.842841394,0.0009040848195939837,0.001808169639187951
1511,2,"((0, 10), (31, 41), (48, 55), (61, 63))","[0, 10, 39, 54, 64]","[[3027    0    0    0]
 [   3 3024    7    0]
 [   0    8 3023    3]
 [   0    0    1 3070]]",40952374.928946346,0.0009041591320072332,0.001808318264014508
1569,2,"((0, 10), (31, 36), (48, 58), (62, 63))","[0, 10, 38, 56, 64]","[[3027    0    0    0]
 [   8 3024    1    1]
 [   0    2 3024    8]
 [   0    0    1 3070]]",37153443.09357717,0.0009041591320072332,0.0017261219792865656
1741,2,"((0, 10), (38, 43), (52, 58), (62, 63))","[0, 15, 44, 56, 64]","[[3027    0    0    0]
 [   1 3024    8    1]
 [   0    7 3024    3]
 [   0    0    1 3070]]",35016306.73625122,0.0009041591320072332,0.0017261219792865656
1625,2,"((0, 10), (32, 44), (52, 56), (62, 63))","[0, 10, 44, 56, 64]","[[3027    0    0    0]
 [   6 3026    2    0]
 [   0    5 3021    8]
 [   0    0    1 3070]]",34295745.043774635,0.0009041591320072332,0.001808318264014508
1867,2,"((0, 10), (32, 42), (50, 58), (63, 63))","[0, 10, 41, 57, 64]","[[3027    0    0    0]
 [   5 3024    5    0]
 [   0    6 3028    0]
 [   0    0    6 3065]]",30345435.69852662,0.0009041591320072332,0.001808318264014508
1855,2,"((0, 10), (32, 38), (48, 58), (63, 63))","[0, 9, 38, 57, 64]","[[3024    3    0    0]
 [   3 3024    6    1]
 [   0    2 3032    0]
 [   0    0    6 3065]]",27608984.054412797,0.0009041591320072332,0.0017261219792865656
1976,2,"((0, 10), (35, 49), (54, 58), (63, 63))","[0, 13, 47, 57, 64]","[[3027    0    0    0]
 [   2 3024    8    0]
 [   0    6 3028    0]
 [   0    0    6 3065]]",23382183.01861461,0.0009041591320072332,0.001808318264014508
1924,2,"((0, 10), (34, 40), (51, 59), (63, 63))","[0, 11, 41, 57, 64]","[[3027    0    0    0]
 [   6 3028    0    0]
 [   0    2 3024    8]
 [   0    0    6 3065]]",22181623.270232555,0.0009041591320072332,0.001808318264014508
1818,2,"((0, 10), (31, 38), (51, 59), (63, 63))","[0, 9, 40, 57, 64]","[[3024    3    0    0]
 [   3 3031    0    0]
 [   0    2 3024    8]
 [   0    0    6 3065]]",22054965.915586688,0.0009041591320072332,0.001808318264014508
1957,2,"((0, 10), (35, 41), (51, 59), (63, 63))","[0, 13, 41, 57, 64]","[[3027    0    0    0]
 [   3 3029    1    1]
 [   0    2 3024    8]
 [   0    0    6 3065]]",21878205.783125963,0.0009041591320072332,0.0017261219792865656
1993,2,"((0, 10), (36, 41), (52, 56), (63, 63))","[0, 11, 43, 57, 64]","[[3027    0    0    0]
 [   8 3025    0    1]
 [   0    2 3028    4]
 [   0    0    6 3065]]",18735342.93716967,0.0009041591320072332,0.0017261219792865656
3119,2,"((0, 16), (35, 42), (52, 58), (63, 63))","[0, 15, 43, 57, 64]","[[3021    5    0    0]
 [   7 3025    2    0]
 [   0    2 3032    0]
 [   0    0    6 3065]]",27715420.905275736,0.0009042334566378956,0.0018084669132757414
3131,2,"((0, 16), (36, 40), (52, 58), (63, 63))","[0, 15, 43, 57, 64]","[[3021    5    0    0]
 [   4 3025    5    0]
 [   0    2 3032    0]
 [   0    0    6 3065]]",26601214.724831052,0.0009042334566378956,0.0018084669132757414
2975,2,"((0, 16), (36, 43), (51, 54), (60, 63))","[0, 16, 42, 53, 64]","[[3023    3    0    0]
 [   4 3025    5    0]
 [   0    5 3065    1]
 [   0    1    2 3031]]",24090004.389724404,0.0009042334566378956,0.0017262638717632228
1842,2,"((0, 10), (31, 43), (52, 56), (63, 63))","[0, 9, 43, 57, 64]","[[3024    3    0    0]
 [   3 3026    4    0]
 [   0    2 3028    4]
 [   0    0    6 3065]]",21643429.630847104,0.0009042334566378956,0.0018084669132757414
2972,2,"((0, 16), (35, 41), (51, 54), (60, 63))","[0, 15, 41, 53, 64]","[[3021    5    0    0]
 [   7 3025    1    1]
 [   0    2 3068    1]
 [   0    1    2 3031]]",21611223.151721034,0.0009042334566378956,0.0016440608302507043
965,2,"((0, 8), (32, 44), (52, 58), (62, 63))","[0, 10, 44, 56, 64]","[[3014    0    0    3]
 [   6 3026    2    0]
 [   0    7 3024    3]
 [   0    0    1 3070]]",33307122.735432766,0.0009049029285949326,0.0018098058571898168
838,2,"((0, 8), (32, 37), (48, 55), (61, 63))","[0, 8, 38, 54, 64]","[[3011    3    0    3]
 [   5 3027    2    0]
 [   0    5 3026    3]
 [   0    0    1 3070]]",30743759.30921491,0.0009049029285949326,0.0018098058571898168
849,2,"((0, 8), (33, 37), (48, 55), (61, 63))","[0, 10, 39, 54, 64]","[[3014    0    0    3]
 [   5 3027    2    0]
 [   0    8 3023    3]
 [   0    0    1 3070]]",30074903.857856102,0.0009049029285949326,0.0018098058571898168
987,2,"((0, 8), (34, 39), (48, 55), (62, 63))","[0, 11, 39, 55, 64]","[[3014    0    0    3]
 [   4 3023    7    0]
 [   0    8 3026    0]
 [   0    0    0 3071]]",29805953.268498644,0.0009049029285949326,0.0018098058571898168
936,2,"((0, 8), (32, 37), (48, 56), (62, 63))","[0, 8, 38, 56, 64]","[[3011    3    0    3]
 [   5 3027    2    0]
 [   0    8 3026    0]
 [   0    0    1 3070]]",29756131.711815163,0.0009049029285949326,0.0018098058571898168
972,2,"((0, 8), (33, 37), (48, 56), (62, 63))","[0, 10, 38, 56, 64]","[[3014    0    0    3]
 [   5 3024    5    0]
 [   0    8 3026    0]
 [   0    0    1 3070]]",29087276.26045636,0.0009049029285949326,0.0018098058571898168
1169,2,"((0, 8), (31, 41), (48, 55), (63, 63))","[0, 10, 39, 56, 64]","[[3014    0    0    3]
 [   3 3024    7    0]
 [   0    8 3026    0]
 [   0    0    1 3070]]",22861585.223720685,0.0009049029285949326,0.0018098058571898168
1213,2,"((0, 8), (32, 38), (48, 58), (63, 63))","[0, 9, 38, 57, 64]","[[3014    0    0    3]
 [   3 3024    6    1]
 [   0    2 3032    0]
 [   0    0    6 3065]]",21314688.298574913,0.0009049029285949326,0.0017275419545903503
1323,2,"((0, 8), (35, 42), (50, 58), (63, 63))","[0, 12, 41, 57, 64]","[[3014    0    0    3]
 [   3 3027    4    0]
 [   0    6 3028    0]
 [   0    0    6 3065]]",20796932.328820594,0.0009049029285949326,0.0018098058571898168
1197,2,"((0, 8), (32, 37), (48, 56), (63, 63))","[0, 8, 38, 56, 64]","[[3011    3    0    3]
 [   5 3027    2    0]
 [   0    8 3026    0]
 [   0    0    1 3070]]",19493897.630583957,0.0009049029285949326,0.0018098058571898168
1247,2,"((0, 8), (33, 37), (48, 56), (63, 63))","[0, 10, 38, 56, 64]","[[3014    0    0    3]
 [   5 3024    5    0]
 [   0    8 3026    0]
 [   0    0    1 3070]]",18825042.17922515,0.0009049029285949326,0.0018098058571898168
1172,2,"((0, 8), (31, 41), (51, 58), (63, 63))","[0, 10, 41, 57, 64]","[[3014    0    0    3]
 [   3 3029    2    0]
 [   0    4 3026    4]
 [   0    0    6 3065]]",18581591.741119675,0.0009049029285949326,0.0018098058571898168
1230,2,"((0, 8), (32, 42), (52, 56), (63, 63))","[0, 10, 43, 57, 64]","[[3014    0    0    3]
 [   5 3027    2    0]
 [   0    2 3028    4]
 [   0    0    6 3065]]",16518821.02349139,0.0009049029285949326,0.0018098058571898168
1161,2,"((0, 8), (31, 38), (51, 59), (63, 63))","[0, 9, 40, 57, 64]","[[3014    0    0    3]
 [   3 3031    0    0]
 [   0    2 3024    8]
 [   0    0    6 3065]]",15760670.159748804,0.0009049029285949326,0.0018098058571898168
1281,2,"((0, 8), (34, 40), (51, 58), (63, 63))","[0, 10, 41, 57, 64]","[[3014    0    0    3]
 [   5 3029    0    0]
 [   0    4 3026    4]
 [   0    0    6 3065]]",15708009.808158051,0.0009049029285949326,0.0018098058571898168
1314,2,"((0, 8), (35, 41), (51, 58), (63, 63))","[0, 12, 41, 57, 64]","[[3014    0    0    3]
 [   2 3030    1    1]
 [   0    4 3026    4]
 [   0    0    6 3065]]",15404592.32105146,0.0009049029285949326,0.0017275419545903503
1270,2,"((0, 8), (34, 39), (51, 58), (63, 63))","[0, 11, 41, 57, 64]","[[3014    0    0    3]
 [   4 3029    1    0]
 [   0    4 3026    4]
 [   0    0    6 3065]]",15263725.704666425,0.0009049029285949326,0.0018098058571898168
1436,2,"((0, 8), (40, 45), (52, 56), (63, 63))","[0, 15, 44, 57, 64]","[[3014    0    0    3]
 [   0 3030    4    0]
 [   0    5 3025    4]
 [   0    0    6 3065]]",14918559.422982337,0.0009049029285949326,0.0018098058571898168
1201,2,"((0, 8), (32, 37), (51, 58), (63, 63))","[0, 8, 40, 57, 64]","[[3011    3    0    3]
 [   5 3029    0    0]
 [   0    1 3029    4]
 [   0    0    6 3065]]",14667271.877226114,0.0009049029285949326,0.0018098058571898168
1145,2,"((0, 8), (31, 36), (51, 58), (63, 63))","[0, 9, 40, 57, 64]","[[3014    0    0    3]
 [   6 3027    0    1]
 [   0    1 3029    4]
 [   0    0    6 3065]]",14351881.28208252,0.0009049029285949326,0.0017275419545903503
1129,2,"((0, 8), (30, 40), (52, 56), (63, 63))","[0, 9, 42, 57, 64]","[[3014    0    0    3]
 [   6 3027    0    1]
 [   0    1 3029    4]
 [   0    0    6 3065]]",13651308.077148529,0.0009049029285949326,0.0017275419545903503
1204,2,"((0, 8), (32, 37), (52, 56), (63, 63))","[0, 8, 41, 57, 64]","[[3011    3    0    3]
 [   5 3029    0    0]
 [   0    1 3029    4]
 [   0    0    6 3065]]",12371320.026686478,0.0009049029285949326,0.0018098058571898168
1306,2,"((0, 8), (35, 39), (52, 56), (63, 63))","[0, 12, 43, 57, 64]","[[3014    0    0    3]
 [   3 3027    4    0]
 [   0    2 3028    4]
 [   0    0    6 3065]]",12097794.124857873,0.0009049029285949326,0.0018098058571898168
1148,2,"((0, 8), (31, 36), (52, 56), (63, 63))","[0, 9, 41, 57, 64]","[[3014    0    0    3]
 [   6 3027    0    1]
 [   0    1 3029    4]
 [   0    0    6 3065]]",12055929.43154288,0.0009049029285949326,0.0017275419545903503
812,2,"((0, 8), (35, 39), (51, 54), (60, 63))","[0, 12, 42, 53, 64]","[[3014    0    0    3]
 [   3 3025    6    0]
 [   0    5 3065    1]
 [   0    1    2 3031]]",11455242.757910606,0.0009049029285949326,0.0017275419545903503
796,2,"((0, 8), (31, 36), (48, 51), (60, 63))","[0, 9, 38, 52, 64]","[[3014    0    0    3]
 [   6 3026    1    1]
 [   0    7 3064    0]
 [   0    1    1 3032]]",11033867.778242065,0.0009049029285949326,0.0016452780519907728
1185,2,"((0, 8), (31, 43), (52, 56), (63, 63))","[0, 9, 43, 57, 64]","[[3014    0    0    3]
 [   3 3026    4    0]
 [   0    2 3028    4]
 [   0    0    6 3065]]",15349133.875009224,0.0009049773755656109,0.0018099547511312153
281,2,"((0, 7), (32, 38), (48, 55), (62, 63))","[0, 9, 39, 55, 64]","[[3006    4    0    5]
 [   3 3030    0    1]
 [   0    8 3026    0]
 [   0    0    0 3071]]",28918127.018059082,0.0009050518347869014,0.0017278262300477465
236,2,"((0, 7), (30, 40), (52, 58), (62, 63))","[0, 10, 42, 56, 64]","[[3007    3    0    5]
 [   7 3026    0    1]
 [   0    1 3030    3]
 [   0    0    1 3070]]",28525458.735953256,0.0009050518347869014,0.0017278262300477465
247,2,"((0, 7), (31, 36), (52, 58), (62, 63))","[0, 10, 41, 56, 64]","[[3007    3    0    5]
 [   8 3025    0    1]
 [   0    0 3031    3]
 [   0    0    1 3070]]",26930080.090347607,0.0009050518347869014,0.0017278262300477465
147,2,"((0, 7), (31, 38), (48, 51), (59, 63))","[0, 9, 38, 51, 64]","[[3006    4    0    5]
 [   3 3028    3    0]
 [   0    7 3064    0]
 [   0    0    0 3034]]",23103352.038537975,0.0009050518347869014,0.0018101036695737927
257,2,"((0, 7), (31, 38), (52, 56), (62, 63))","[0, 9, 41, 56, 64]","[[3006    4    0    5]
 [   3 3031    0    0]
 [   0    1 3025    8]
 [   0    0    1 3070]]",22853877.81428126,0.0009050518347869014,0.0018101036695737927
361,2,"((0, 7), (35, 42), (52, 56), (62, 63))","[0, 12, 43, 56, 64]","[[3009    1    0    5]
 [   3 3029    2    0]
 [   0    2 3024    8]
 [   0    0    1 3070]]",22833090.62093196,0.0009050518347869014,0.0018101036695737927
325,2,"((0, 7), (34, 39), (52, 56), (62, 63))","[0, 11, 42, 56, 64]","[[3008    2    0    5]
 [   4 3029    1    0]
 [   0    1 3025    8]
 [   0    0    1 3070]]",22536251.065435503,0.0009050518347869014,0.0018101036695737927
369,2,"((0, 7), (36, 40), (52, 56), (62, 63))","[0, 13, 43, 56, 64]","[[3010    0    0    5]
 [   1 3028    5    0]
 [   0    2 3024    8]
 [   0    0    1 3070]]",21718884.440487273,0.0009050518347869014,0.0018101036695737927
524,2,"((0, 7), (31, 47), (54, 58), (63, 63))","[0, 10, 46, 57, 64]","[[3007    3    0    5]
 [   6 3027    1    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",21356385.640993293,0.0009050518347869014,0.0018101036695737927
530,2,"((0, 7), (32, 38), (50, 58), (63, 63))","[0, 9, 40, 57, 64]","[[3006    4    0    5]
 [   3 3030    0    1]
 [   0    2 3032    0]
 [   0    0    6 3065]]",19612266.522884574,0.0009050518347869014,0.0017278262300477465
753,2,"((0, 7), (40, 45), (52, 58), (63, 63))","[0, 16, 44, 57, 64]","[[3010    0    0    5]
 [   0 3030    4    0]
 [   0    7 3027    0]
 [   0    0    6 3065]]",19530476.000555858,0.0009050518347869014,0.0018101036695737927
557,2,"((0, 7), (32, 44), (54, 58), (63, 63))","[0, 10, 45, 57, 64]","[[3007    3    0    5]
 [   6 3027    1    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",18434037.87138149,0.0009050518347869014,0.0018101036695737927
710,2,"((0, 7), (37, 43), (52, 56), (63, 63))","[0, 14, 43, 57, 64]","[[3010    0    0    5]
 [   1 3029    4    0]
 [   0    2 3028    4]
 [   0    0    6 3065]]",14109937.462962244,0.0009050518347869014,0.0018101036695737927
168,2,"((0, 7), (36, 40), (51, 54), (60, 63))","[0, 13, 42, 53, 64]","[[3010    0    0    5]
 [   1 3028    4    1]
 [   0    5 3065    1]
 [   0    1    2 3031]]",10814098.992308803,0.0009050518347869014,0.0016455487905215893
273,2,"((0, 7), (31, 43), (52, 58), (62, 63))","[0, 9, 43, 56, 64]","[[3006    4    0    5]
 [   3 3026    4    0]
 [   0    2 3029    3]
 [   0    0    1 3070]]",30223284.53381395,0.0009051263062618283,0.001810252612523655
520,2,"((0, 7), (31, 43), (54, 58), (63, 63))","[0, 9, 45, 57, 64]","[[3006    4    0    5]
 [   3 3027    3    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",16043956.539685167,0.0009051263062618283,0.001810252612523655
3269,2,"((0, 20), (38, 46), (55, 58), (62, 63))","[0, 18, 46, 56, 64]","[[3024    6    0    0]
 [   7 3026    1    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",34236691.78693701,0.0009421595936424709,0.001884319187284933
3246,2,"((0, 20), (36, 43), (55, 58), (62, 63))","[0, 17, 45, 56, 64]","[[3022    8    0    0]
 [   6 3028    0    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",32583839.638039663,0.0009421595936424709,0.001884319187284933
3260,2,"((0, 20), (37, 43), (55, 58), (62, 63))","[0, 18, 45, 56, 64]","[[3024    6    0    0]
 [   8 3026    0    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",31800112.26240921,0.0009421595936424709,0.001884319187284933
3233,2,"((0, 20), (37, 42), (51, 54), (61, 63))","[0, 18, 42, 54, 64]","[[3024    6    0    0]
 [   8 3023    3    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",31669599.23859919,0.0009421595936424709,0.001884319187284933
3253,2,"((0, 20), (37, 42), (55, 58), (62, 63))","[0, 18, 45, 56, 64]","[[3024    6    0    0]
 [   8 3026    0    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",30748855.146444414,0.0009421595936424709,0.001884319187284933
3307,2,"((0, 20), (37, 42), (51, 54), (63, 63))","[0, 18, 42, 55, 64]","[[3024    6    0    0]
 [   8 3023    3    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",19873105.289211407,0.0009421595936424709,0.001884319187284933
2180,2,"((0, 12), (32, 42), (55, 58), (62, 63))","[0, 11, 44, 56, 64]","[[3020    8    0    0]
 [   7 3027    0    0]
 [   0    0 3064    7]
 [   0    0    1 3070]]",37913146.83863345,0.0009423139954113406,0.0018846279908226737
2173,2,"((0, 12), (31, 41), (55, 58), (62, 63))","[0, 11, 43, 56, 64]","[[3020    8    0    0]
 [   7 3027    0    0]
 [   0    0 3064    7]
 [   0    0    1 3070]]",37679965.70572209,0.0009423139954113406,0.0018846279908226737
2174,2,"((0, 12), (32, 42), (51, 54), (62, 63))","[0, 11, 42, 55, 64]","[[3020    8    0    0]
 [   7 3024    3    0]
 [   0    5 3066    0]
 [   0    0    0 3071]]",37299631.06263165,0.0009423139954113406,0.0018846279908226737
2262,2,"((0, 12), (36, 41), (55, 58), (62, 63))","[0, 12, 44, 56, 64]","[[3023    5    0    0]
 [   8 3025    0    1]
 [   0    0 3064    7]
 [   0    0    1 3070]]",33835372.99647385,0.0009423139954113406,0.0018026876433956396
2256,2,"((0, 12), (36, 41), (51, 54), (62, 63))","[0, 12, 42, 55, 64]","[[3023    5    0    0]
 [   8 3022    3    1]
 [   0    5 3066    0]
 [   0    0    0 3071]]",33221857.220472053,0.0009423139954113406,0.0018026876433956396
2652,2,"((0, 14), (34, 40), (55, 58), (62, 63))","[0, 12, 44, 56, 64]","[[3021    5    0    2]
 [   8 3026    0    0]
 [   0    0 3064    7]
 [   0    0    1 3070]]",26854638.754755013,0.0009423139954113406,0.0018846279908226737
2618,2,"((0, 14), (36, 41), (51, 54), (61, 63))","[0, 13, 42, 54, 64]","[[3024    2    0    2]
 [   8 3022    3    1]
 [   0    5 3066    0]
 [   0    0    1 3070]]",26804372.070623167,0.0009423139954113406,0.0018026876433956396
2846,2,"((0, 14), (35, 49), (55, 58), (63, 63))","[0, 14, 47, 57, 64]","[[3025    1    0    2]
 [   3 3023    8    0]
 [   0    3 3068    0]
 [   0    0    6 3065]]",18879654.444083683,0.0009423139954113406,0.0018846279908226737
2858,2,"((0, 14), (36, 41), (51, 54), (63, 63))","[0, 13, 42, 55, 64]","[[3024    2    0    2]
 [   8 3022    3    1]
 [   0    5 3066    0]
 [   0    0    1 3070]]",15007878.121235386,0.0009423139954113406,0.0018026876433956396
2222,2,"((0, 12), (35, 38), (52, 56), (62, 63))","[0, 12, 42, 56, 64]","[[3023    5    0    0]
 [   7 3062    1    0]
 [   0    1 3025    8]
 [   0    0    1 3070]]",32984941.193447925,0.0009423912152749324,0.0018847824305499028
1533,2,"((0, 10), (35, 38), (48, 55), (61, 63))","[0, 11, 39, 54, 64]","[[3027    0    0    0]
 [   7 3059    4    0]
 [   0    8 3023    3]
 [   0    0    1 3070]]",35957551.51891474,0.0009424684477954433,0.001884936895590883
3032,2,"((0, 16), (36, 48), (55, 58), (62, 63))","[0, 15, 47, 56, 64]","[[3021    5    0    0]
 [   6 3027    1    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",34006683.45993399,0.0009424684477954433,0.001884936895590883
2978,2,"((0, 16), (35, 39), (51, 54), (61, 63))","[0, 15, 42, 54, 64]","[[3021    5    0    0]
 [   6 3022    6    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",32126107.448642895,0.0009424684477954433,0.001884936895590883
3092,2,"((0, 16), (35, 39), (51, 54), (63, 63))","[0, 15, 42, 55, 64]","[[3021    5    0    0]
 [   6 3022    6    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",20329613.499255113,0.0009424684477954433,0.001884936895590883
1102,2,"((0, 8), (39, 46), (55, 58), (62, 63))","[0, 10, 46, 56, 64]","[[3014    0    0    3]
 [   9 3024    0    1]
 [   0    1 3063    7]
 [   0    0    1 3070]]",24207394.43815526,0.0009431641105552366,0.001804313950627412
1290,2,"((0, 8), (35, 38), (48, 55), (63, 63))","[0, 10, 39, 56, 64]","[[3014    0    0    3]
 [   7 3059    4    0]
 [   0    8 3026    0]
 [   0    0    1 3070]]",17866761.813689075,0.000943241469816273,0.001886482939632561
277,2,"((0, 7), (31, 47), (53, 56), (62, 63))","[0, 10, 45, 56, 64]","[[3007    3    0    5]
 [   6 3023    5    0]
 [   0    3 3068    0]
 [   0    0    1 3070]]",29360884.625701316,0.0009433188417685178,0.001886637683537029
522,2,"((0, 7), (31, 47), (53, 56), (63, 63))","[0, 10, 45, 56, 64]","[[3007    3    0    5]
 [   6 3023    5    0]
 [   0    3 3068    0]
 [   0    0    1 3070]]",19098650.54447011,0.0009433188417685178,0.001886637683537029
469,2,"((0, 7), (30, 40), (55, 58), (63, 63))","[0, 10, 43, 57, 64]","[[3007    3    0    5]
 [   7 3026    0    1]
 [   0    0 3071    0]
 [   0    0    6 3065]]",12657752.309468597,0.0009433188417685178,0.0018046099581658925
672,2,"((0, 7), (36, 41), (55, 58), (63, 63))","[0, 11, 44, 57, 64]","[[3008    2    0    5]
 [   8 3025    0    1]
 [   0    0 3071    0]
 [   0    0    6 3065]]",11447491.413651858,0.0009433188417685178,0.0018046099581658925
485,2,"((0, 7), (31, 38), (48, 51), (63, 63))","[0, 9, 38, 54, 64]","[[3006    4    0    5]
 [   3 3028    3    0]
 [   0    7 3064    0]
 [   0    0    1 3070]]",11298818.772937262,0.0009433188417685178,0.001886637683537029
270,2,"((0, 7), (31, 43), (51, 54), (62, 63))","[0, 9, 42, 55, 64]","[[3006    4    0    5]
 [   3 3024    6    0]
 [   0    5 3066    0]
 [   0    0    0 3071]]",24004296.4125587,0.0009433962264150943,0.0018867924528301883
3302,2,"((0, 20), (36, 43), (52, 58), (63, 63))","[0, 17, 43, 57, 64]","[[3022    8    0    0]
 [   6 3027    1    0]
 [   0    2 3032    0]
 [   0    0    6 3065]]",27927077.90206191,0.0009450242419262059,0.0018900484838524356
3312,2,"((0, 20), (37, 42), (52, 58), (63, 63))","[0, 18, 43, 57, 64]","[[3024    6    0    0]
 [   8 3025    1    0]
 [   0    2 3032    0]
 [   0    0    6 3065]]",26092093.410466656,0.0009450242419262059,0.0018900484838524356
