bpc,allocation,read_bounds,confmat,bw,ber,cer,is_pba
1,"((3, 30), (45, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21134020.6185567,0.0,0.0,False
1,"((3, 31), (45, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21134020.6185567,0.0,0.0,False
1,"((0, 34), (49, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21132834.33109376,0.0,0.0,False
1,"((1, 33), (49, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21132834.33109376,0.0,0.0,False
1,"((3, 33), (49, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21132834.33109376,0.0,0.0,False
1,"((1, 18), (36, 63))","[0, 27, 64]","[[1386    0]
 [   0 1344]]",21122163.73384591,0.0,0.0,False
1,"((3, 18), (39, 63))","[0, 28, 64]","[[1386    0]
 [   0 1344]]",21115055.986890875,0.0,0.0,False
1,"((0, 20), (41, 63))","[0, 29, 64]","[[1386    0]
 [   0 1344]]",21103220.366245374,0.0,0.0,False
1,"((3, 19), (41, 63))","[0, 29, 64]","[[1386    0]
 [   0 1344]]",21103220.366245374,0.0,0.0,False
1,"((0, 24), (45, 63))","[0, 32, 64]","[[1386    0]
 [   0 1344]]",21096125.36056755,0.0,0.0,False
1,"((0, 25), (45, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21096125.36056755,0.0,0.0,False
1,"((2, 25), (45, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21096125.36056755,0.0,0.0,False
1,"((3, 24), (45, 63))","[0, 32, 64]","[[1386    0]
 [   0 1344]]",21096125.36056755,0.0,0.0,False
1,"((0, 22), (47, 63))","[0, 32, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((0, 22), (49, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((0, 23), (47, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((0, 23), (49, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((0, 26), (47, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((0, 26), (49, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((0, 27), (47, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((0, 27), (49, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((0, 28), (47, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((0, 28), (49, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((0, 29), (49, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((0, 30), (49, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((0, 31), (49, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((0, 32), (49, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((0, 33), (49, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 22), (47, 63))","[0, 32, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 22), (49, 63))","[0, 32, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 23), (47, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 23), (49, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 24), (47, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 24), (49, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 25), (47, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 25), (49, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 26), (47, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 26), (49, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 27), (47, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 27), (49, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 28), (47, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 28), (49, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 30), (47, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 30), (49, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 31), (49, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 32), (49, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((1, 34), (49, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 21), (47, 63))","[0, 31, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 21), (49, 63))","[0, 31, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 23), (47, 63))","[0, 32, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 23), (49, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 24), (47, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 24), (49, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 26), (47, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 26), (49, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 27), (47, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 27), (49, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 28), (47, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 28), (49, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 29), (47, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 29), (49, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 30), (47, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 30), (49, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((2, 33), (49, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((3, 23), (47, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((3, 23), (49, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((3, 26), (47, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((3, 26), (49, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((3, 28), (47, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((3, 28), (49, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((3, 29), (47, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((3, 29), (49, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((3, 30), (47, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((3, 30), (49, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((3, 31), (49, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21094943.323418282,0.0,0.0,False
1,"((0, 34), (48, 63))","[0, 38, 64]","[[1386    0]
 [   0 1344]]",21093761.41872305,0.0,0.0,False
1,"((1, 33), (48, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21093761.41872305,0.0,0.0,False
1,"((3, 33), (48, 63))","[0, 38, 64]","[[1386    0]
 [   0 1344]]",21093761.41872305,0.0,0.0,False
1,"((0, 42), (52, 63))","[0, 43, 64]","[[1386    0]
 [   0 1344]]",21067792.981295135,0.0,0.0,False
1,"((3, 42), (52, 63))","[0, 43, 64]","[[1386    0]
 [   0 1344]]",21067792.981295135,0.0,0.0,False
1,"((3, 20), (42, 63))","[0, 29, 64]","[[1386    0]
 [   0 1344]]",21061899.978352398,0.0,0.0,False
1,"((1, 21), (43, 63))","[0, 30, 64]","[[1386    0]
 [   0 1344]]",21058365.75875486,0.0,0.0,False
1,"((1, 21), (44, 63))","[0, 30, 64]","[[1386    0]
 [   0 1344]]",21058365.75875486,0.0,0.0,False
1,"((1, 21), (45, 63))","[0, 31, 64]","[[1386    0]
 [   0 1344]]",21058365.75875486,0.0,0.0,False
1,"((2, 22), (45, 63))","[0, 31, 64]","[[1386    0]
 [   0 1344]]",21058365.75875486,0.0,0.0,False
1,"((0, 24), (47, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21057187.94911763,0.0,0.0,False
1,"((0, 24), (49, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21057187.94911763,0.0,0.0,False
1,"((0, 25), (47, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21057187.94911763,0.0,0.0,False
1,"((0, 25), (49, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21057187.94911763,0.0,0.0,False
1,"((2, 25), (47, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21057187.94911763,0.0,0.0,False
1,"((2, 25), (49, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21057187.94911763,0.0,0.0,False
1,"((3, 24), (47, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21057187.94911763,0.0,0.0,False
1,"((3, 24), (49, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21057187.94911763,0.0,0.0,False
1,"((0, 22), (48, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((0, 23), (48, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((0, 26), (48, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((0, 27), (48, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((0, 28), (48, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((0, 29), (48, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((0, 30), (48, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((0, 31), (48, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((0, 32), (48, 63))","[0, 38, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((0, 33), (48, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((1, 22), (48, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((1, 23), (48, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((1, 24), (48, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((1, 25), (48, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((1, 26), (48, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((1, 27), (48, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((1, 28), (48, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((1, 30), (48, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((1, 31), (48, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((1, 32), (48, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((1, 34), (48, 63))","[0, 38, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((2, 21), (48, 63))","[0, 32, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((2, 23), (48, 63))","[0, 33, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((2, 24), (48, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((2, 26), (48, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((2, 27), (48, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((2, 28), (48, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((2, 29), (48, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((2, 30), (48, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((2, 33), (48, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((3, 23), (48, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((3, 26), (48, 63))","[0, 34, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((3, 28), (48, 63))","[0, 35, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((3, 29), (48, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((3, 30), (48, 63))","[0, 36, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
1,"((3, 31), (48, 63))","[0, 37, 64]","[[1386    0]
 [   0 1344]]",21056010.27122452,0.0,0.0,False
