1648	1674872685.9585073	1	1	3	3	5	5	6	8	6	15	8	10	12	13	14	15	1	2	2	3	4	5	5	9	6	8	10	14	12	14	15	15	0	2	2	4	3	5	6	6	9	10	15	14	15	13	15	15
1649	1674872685.961361	1	2	3	3	5	7	8	6	9	15	9	4	12	14	15	15	1	2	3	5	7	5	9	10	9	8	11	11	13	14	15	15	1	2	2	4	6	5	5	7	9	11	11	11	13	14	15	15
1650	1674872685.9643111	2	3	3	5	4	6	5	5	10	15	12	13	14	15	15	1	2	3	4	5	5	5	8	6	9	11	11	13	14	15	15	1	2	3	7	5	5	4	5	6	6	11	12	13	14	14	15	1
1651	1674872685.9671073	2	5	4	6	6	3	4	10	10	15	13	13	15	15	1	2	3	4	5	5	3	6	8	5	4	12	13	14	15	15	1	2	3	4	5	5	7	6	5	9	6	12	12	14	15	15	1	3
1652	1674872685.9697967	3	5	4	8	5	4	8	6	12	15	14	15	15	1	2	3	4	6	6	8	5	3	4	8	12	13	14	15	15	3	2	3	3	5	6	7	6	5	8	5	11	13	14	15	15	1	2	3
1653	1674872685.9723759	4	5	7	5	6	8	9	12	13	15	14	15	2	3	3	4	5	6	7	6	9	10	8	11	13	14	15	15	1	2	3	3	5	7	7	5	7	10	10	12	13	14	15	15	1	2	3	4
1654	1674872685.9749377	6	6	8	10	11	10	12	13	15	15	15	1	2	3	4	4	6	7	5	7	10	10	12	14	15	15	15	2	2	3	4	4	7	7	7	10	9	10	13	13	15	15	15	2	2	3	2	5
1655	1674872685.9775493	7	10	9	11	12	12	15	15	15	15	1	3	4	4	5	6	7	7	10	10	11	12	13	14	15	15	2	2	3	4	4	6	6	8	10	10	10	11	15	14	15	15	2	2	2	4	6	5
1656	1674872685.9805098	8	6	9	11	15	13	15	15	15	15	2	3	5	5	5	7	7	9	6	12	15	12	14	15	15	1	2	4	4	5	5	5	7	8	8	10	15	13	14	15	15	1	2	3	4	5	5	4
1657	1674872685.9863424	9	14	8	12	13	13	15	15	1	15	3	4	5	6	7	7	10	10	12	15	13	15	15	15	1	2	5	3	4	4	6	6	9	10	10	15	13	15	15	15	1	2	3	3	7	4	5	4
