1920	1674873920.4754262	0	0	2	3	3	5	4	5	7	6	4	11	11	13	15	15	15	1	2	3	3	4	5	5	7	9	9	10	12	13	13	15	0	1	2	3	3	3	6	5	7	7	6	11	12	13	14	15
1921	1674873920.478683	2	1	3	4	5	5	6	6	6	5	11	3	13	14	15	15	3	3	3	3	5	4	6	6	5	5	10	12	13	14	15	15	1	2	3	3	5	5	5	7	6	6	12	11	13	14	15	15
1922	1674873920.4819548	3	2	3	3	6	4	7	9	6	10	12	12	14	15	14	1	1	4	4	5	4	3	6	9	8	11	12	12	14	15	15	1	2	4	3	4	5	3	5	9	10	11	10	13	14	15	15	1
1923	1674873920.4849284	3	3	5	7	5	6	8	10	11	12	12	14	15	15	1	3	3	4	4	4	6	5	6	7	9	11	13	14	14	15	1	2	4	3	5	5	7	4	7	7	11	12	13	14	15	15	2	2
1924	1674873920.487797	3	4	6	6	8	6	4	10	11	13	14	14	14	1	2	2	5	4	4	7	4	5	5	11	12	13	14	15	15	1	2	2	4	5	5	4	5	5	6	10	11	12	14	15	15	2	2	3
1925	1674873920.4908524	4	6	5	5	9	4	10	12	13	14	14	15	1	2	2	3	5	6	7	5	10	10	11	11	13	14	15	15	2	3	4	4	5	5	4	6	9	7	11	11	12	14	15	15	2	3	3	2
1926	1674873920.4938576	6	6	6	5	10	11	12	13	14	15	15	2	1	3	4	5	5	5	7	5	6	11	12	14	14	15	15	1	2	4	5	3	5	7	7	7	7	10	12	13	14	15	15	1	3	3	5	5
1927	1674873920.498223	5	5	7	10	11	11	13	14	15	15	1	2	2	4	4	6	6	5	7	4	10	12	13	14	14	15	2	2	3	4	4	6	6	7	8	8	10	11	13	13	15	15	1	2	3	4	3	5
1928	1674873920.5050602	6	4	9	3	12	13	14	15	15	1	2	3	4	5	5	5	6	5	5	10	12	12	14	14	14	1	3	3	4	5	5	5	6	6	5	8	12	13	14	15	15	1	3	2	2	5	5	5
1929	1674873920.5091205	7	5	10	11	13	14	15	15	1	1	4	3	5	5	3	8	9	8	9	11	13	14	15	15	1	2	3	5	5	5	5	6	7	4	6	12	13	14	15	15	2	2	2	3	4	5	7	8
