3.0028769969940186	1483996	286361	14840794	2002070	5705103	300321878	191532108	27712825	32201969
6.006880760192871	2949237	569837	29647601	4041432	11429821	600658491	380815449	55167866	64089348
9.010815620422363	4405757	852048	44438049	6103486	17157824	900972003	569070790	82515726	95836654
12.014881610870361	5854451	1133563	59213914	8172986	22902235	1201309147	756389598	109751747	127470953
15.018900871276855	7299820	1414042	73984441	10257080	28642302	1501639161	943333521	136951598	159054131
18.02325415611267	8738772	1693748	88743191	12348466	34394612	1801988282	1129511108	164056120	190546299
21.026787042617798	10175269	1973403	103494790	14445547	40146297	2102268861	1315396149	191134882	221996995
24.03076934814453	11612969	2252535	118251995	16550757	45888925	2402601079	1501452067	218246618	253462272
27.034884214401245	13045786	2531619	133000013	18660859	51641843	2702947784	1686919003	245287455	284861304
30.03950548171997	14476735	2810599	147744957	20776856	57395023	3003298733	1872163366	272307257	316229434
33.04282093048096	15905424	3088638	162482104	22893237	63150385	3303563383	2057164636	299299350	347574387
36.046849966049194	17331314	3368093	177214758	25009769	68916512	3603874482	2241798117	326246910	378882266
39.04920983314514	18752944	3646971	191934243	27127662	74688829	3904069104	2425914332	353125937	410122854
42.05410051345825	20175082	3924233	206659050	29251078	80456795	4204346338	2610136695	380026500	441368977
45.05849051475525	21597433	4201413	221386833	31371560	86229521	4504697444	2794407228	406929098	472640200
48.06284260749817	23017011	4478433	236108268	33486911	92014731	4805050116	2978338775	433780194	503878176
51.0667724609375	24433448	4756818	250822751	35609418	97802910	5105382791	3161847250	460581621	535061307
54.06905269622803	25846547	5035494	265525267	37737964	103590061	5405571574	3344952537	487342332	566195675
57.07478356361389	27259500	5314524	280234455	39867208	109384271	5705942256	3528046336	514104489	597340418
60.07884430885315	28673207	5592739	294945384	42008659	115163429	6006274451	3711263679	540894492	628495008
63.082775354385376	30086677	5870733	309656114	44151703	120941759	6306608180	3894471498	567688521	659654279
66.08682632446289	31499264	6149368	324364093	46293494	126723646	6606927118	4077557705	594468833	690796620
69.09083724021912	32910823	6427381	339071818	48437849	132507234	6907283852	4260524044	621238401	721911721
72.0948371887207	34321293	6705270	353775777	50581008	138293574	7207605303	148384482	647984417	753010364
75.09886622428894	35729823	6983337	368473959	52723793	144084388	7507885486	330969420	674692484	784088283
78.1029052734375	37133211	7261212	383159365	54868606	149885912	7808108537	512920244	701314263	815090284
81.10687065124512	38533388	7539326	397841076	57016186	155697276	8108405435	694479392	727889386	846049731
84.11087656021118	39934803	7817512	412526772	59167280	161502989	8408727749	876193455	754488394	877028002
87.11487793922424	41338038	8096485	427215610	61314965	167306940	8709047580	1058119766	781116293	908037020
90.1189649105072	42738874	8376353	441899785	63462201	173119567	9009385549	1239744810	807704538	939024417
93.12289452552795	44137742	8655752	456579670	65611234	178935478	9309711479	1421147126	834263189	969991636
96.12679123878479	45534021	8935125	471253892	67761783	184757127	9610027656	1602239071	860781391	1000928033
99.13081169128418	46927413	9214664	485922601	69912406	190587794	9910360096	1782977208	887253394	1031826904
102.13487839698792	48319193	9494310	500588857	72066881	196420318	10210706430	1963524100	913704276	1062706715
105.13919568061829	49708744	9773635	515250964	74222908	202257967	10511060556	2143806355	940119405	1093556812
108.14325785636902	51098510	10053407	529912933	76377949	208095840	10811405342	2324100894	966534766	1124407922
111.14689207077026	52486066	10332145	544569521	78537963	213933372	11111709513	2504144135	992919403	1155222845
114.15198302268982	53878860	10611866	559241433	80701137	219757861	11412121663	2684832454	1019398269	1186125350
117.15718913078308	55268503	10891575	573905843	82862093	225592807	11712518435	2865125326	1045821892	1216978351
120.16281914710999	56655252	11170620	588564612	85028653	231430318	12012906188	3045086988	1072209530	1247791799
123.16686391830444	58040245	11450226	603213452	87188893	237273557	12313155089	3224811066	1098558991	1278581035
126.17087078094482	59424970	11729164	617862057	89346686	243119682	12613415248	3404522585	1124900206	1309378202
129.1764633655548	60809018	12008202	632513412	91504452	248972072	12913784963	3584157509	1151231022	1340174376
132.17888975143433	62190400	12286852	647152037	93663121	254823764	13213964705	3763481309	1177523838	1370935552
135.18284440040588	63570908	12565002	661793140	95825644	260677957	13514241849	3942727200	1203811279	1401695305
138.18828773498535	64953042	12844010	676441659	97986135	266534322	13814634550	4122162154	1230126344	1432483908
141.19381308555603	66338111	13122952	691096180	100145295	272383282	14115025622	7015599	1256490969	1463337138
144.19937229156494	67716078	13402282	705735964	102304798	278253055	14415425366	185946083	1282725401	1494097669
147.20287322998047	69091066	13682470	720359778	104458436	284128482	14715597226	364495721	1308906313	1524824933
150.2081320285797	70465147	13963164	734990009	106616594	290010843	15015975704	542929952	1335076736	1555539107
153.21088099479675	71837209	14243795	749606486	108774211	295890023	15316108737	721115488	1361213513	1586222861
156.2148997783661	73208375	14522967	764226236	110937559	301769767	15616348651	899224148	1387340640	1616892870
